wav_filename,wav_length,transcript
/scratch/customtraining/data-ignore-v2/train/samples/sample-214.wav,102400,ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore um 
/scratch/customtraining/data-ignore-v2/train/samples/sample-215.wav,62464,ignore ignore ignore ignore uh ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-216.wav,82944,ignore ignore uh ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-217.wav,97280,ignore ignore ignore ignore um ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-218.wav,71680,ignore ignore ignore ignore ignore ignore ignore ignore uh ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-219.wav,90112,ignore ignore ignore ignore ignore um ignore ignore ignore ignore ignore ignore ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-220.wav,62464,ignore uh ignore ignore ignore ignore ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-221.wav,87040,ignore ignore ignore ignore ignore uh ignore ignore ignore ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-222.wav,111616,ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore uh ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-223.wav,57344,ignore ignore ignore ignore um 
/scratch/customtraining/data-ignore-v2/train/samples/sample-224.wav,62464,ignore ignore ignore ignore ignore uh ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-225.wav,64512,ignore ignore uh ignore ignore ignore ignore ignore ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-226.wav,74752,um ignore ignore ignore ignore ignore ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-227.wav,120832,ignore ignore ignore ignore ignore ignore ignore um ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-228.wav,62464,ignore ignore ignore ignore ignore uh 
/scratch/customtraining/data-ignore-v2/train/samples/sample-229.wav,98304,ignore uh ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-230.wav,78848,ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore uh 
/scratch/customtraining/data-ignore-v2/train/samples/sample-231.wav,114688,ignore ignore ignore ignore ignore ignore ignore uh ignore ignore ignore ignore ignore ignore ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-232.wav,134144,ignore ignore um ignore ignore ignore ignore ignore ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-233.wav,132096,ignore ignore ignore ignore ignore um ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-234.wav,59392,ignore uh ignore ignore ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-235.wav,64512,ignore ignore ignore uh ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-236.wav,108544,ignore ignore ignore ignore um 
/scratch/customtraining/data-ignore-v2/train/samples/sample-237.wav,81920,ignore ignore ignore ignore uh ignore ignore ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-238.wav,67584,ignore ignore ignore ignore um ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-239.wav,64512,um ignore ignore ignore ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-240.wav,131072,ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore um 
/scratch/customtraining/data-ignore-v2/train/samples/sample-241.wav,68608,ignore ignore ignore uh ignore ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-242.wav,56320,ignore um ignore ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-243.wav,67584,ignore ignore ignore um ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-244.wav,75776,ignore ignore ignore ignore ignore ignore ignore um ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-245.wav,119808,ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore ignore uh 
/scratch/customtraining/data-ignore-v2/train/samples/sample-246.wav,74752,ignore ignore uh ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-247.wav,69632,ignore ignore ignore um ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-248.wav,105472,ignore ignore ignore ignore ignore um ignore ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-249.wav,52224,ignore ignore ignore um ignore ignore ignore 
/scratch/customtraining/data-ignore-v2/train/samples/sample-250.wav,125952,ignore ignore ignore ignore uh ignore ignore ignore ignore ignore ignore ignore ignore ignore 
